BIN,BOROUGH,ZIP,HOUSE_NUM,STREET_NAME,BLOCK,LOT,CONFIRMATION_NUM,REPORTING_YEAR,TANK_NUM,INSPECTION_BY_FIRM,INSPECTION_PERFORMED,INSPECTION_DATE,GI_REQ_INTERNAL_STRUCTURE,GI_RESULT_INTERNAL_STRUCTURE,GI_REQ_EXTERNAL_STRUCTURE,GI_RESULT_EXTERNAL_STRUCTURE,GI_REQ_OVERFLOW_PIPES,GI_RESULT_OVERFLOW_PIPES,GI_REQ_ACCESS_LADDERS,GI_RESULT_ACCESS_LADDERS,GI_REQ_AIR_VENTS,GI_RESULT_AIR_VENTS,GI_REQ_ROOF_ACCESS,GI_RESULT_ROOF_ACCESS,SI_REQ_SEDIMENT,SI_RESULT_SEDIMENT,SI_REQ_BIOLOGICAL_GROWTH,SI_RESULT_BIOLOGICAL_GROWTH,SI_REQ_DEBRIS_INSECTS,SI_RESULT_DEBRIS_INSECTS,SI_REQ_RODENT_BIRD,SI_RESULT_RODENT_BIRD,SAMPLE_COLLECTED,LAB_NAME,NYS_CERTIFIED,ANALYTES,COLIFORM,ECOLI,MEET_STANDARDS,DELETED,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BBL,NTA,BATCH_DATE
1035389,MANHATTAN,10176,551,Fifth Ave,1281,1,WTI4122883202,2024,3,American Pipe and Tank,Y,12/7/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.755617,-73.979318,5,4,94,1012810001,Midtown-Midtown South,12/20/2024 12:15
1028505,MANHATTAN,10023,19,WEST 69 STREET,1122,22,WTI4166178964,2022,1,ISSEKS BROS INC,Y,9/30/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.774627,-73.978164,7,6,153,1011220022,Lincoln Square,12/20/2024 12:15
1047650,MANHATTAN,10028,151,East 83rd Street,1512,25,WTI3132284022,2021,1,"ISSEKS BROS., INC.",Y,7/27/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.77733,-73.956481,8,5,140,1015120025,Upper East Side-Carnegie Hill,12/20/2024 12:15
1019731,MANHATTAN,10010,235,East 22nd Street,903,7502,WTI4080016198,2020,1,Rosenwach Tank Co. LLC,Y,8/25/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.737804,-73.982748,6,2,64,1009037502,Gramercy,12/20/2024 12:15
1085962,MANHATTAN,10036,620,West 42 Stree,1089,7502,WTI7384966846,2022,3,American Pipe and Tank,Y,9/22/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.761199,-73.999235,4,3,117,1010897502,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1033304,MANHATTAN,10024,270,west 89th street,1236,58,WTI5321881589,2023,1,The Metro Group Inc,Y,4/23/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,The Metro Group Inc Lab,Y,B,A,A,,No,40.790557,-73.975862,7,6,175,1012360058,Upper West Side,12/20/2024 12:15
1040721,MANHATTAN,10022,45,SUTTON PLACE SOUTH,1371,14,WTI9343136612,2023,2,ISSEKS BROS INC,Y,10/17/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.755805,-73.961812,6,4,10601,1013710014,Turtle Bay-East Midtown,12/20/2024 12:15
1001018,MANHATTAN,10005,40,Wall Street,43,2,WTI9294282717,2020,3,American Pipe and tank,Y,10/17/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.706625,-74.009875,1,1,7,1000430002,Battery Park City-Lower Manhattan,12/20/2024 12:15
3427285,BROOKLYN,11235,40,BRIGHTON FIRST ROAD,8680,1,WTI4839107379,2020,1,ISSEKS BROS INC,Y,6/25/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.575661,-73.966591,13,48,36001,3086800001,Brighton Beach,12/20/2024 12:15
1032166,MANHATTAN,10024,114,West 86th Street,1216,39,WTI4798514798,2023,1,"Isseks Bros., Inc.",Y,9/14/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.786703,-73.972707,7,6,169,1012160039,Upper West Side,12/20/2024 12:15
1020430,MANHATTAN,10003,317,East 17 Street,923,11,WTI5795475619,2023,1,American Pipe and Tank,Y,12/20/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.733989,-73.9829,6,2,48,1009230011,Gramercy,12/20/2024 12:15
4541370,QUEENS,11101,Jan-50,50th Avenue,6,7502,WTI9161751377,2022,1,Rosenwach Tank Co. LLC,Y,9/12/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.743642,-73.958878,2,26,1,4000067502,Hunters Point-Sunnyside-West Maspeth,12/20/2024 12:15
3024968,BROOKLYN,11215,27,Prospect Park West,1072,40,WTI0849951227,2022,1,Rosenwach Tank Co. LLC,Y,10/7/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.670728,-73.971752,6,39,165,3010720040,Park Slope-Gowanus,12/20/2024 12:15
1012859,MANHATTAN,10001,419,West 34th Street,732,25,WTI0509654789,2022,1,Rosenwach Tank Co. LLC,Y,8/16/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.75372,-73.997076,4,3,111,1007320025,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1040472,MANHATTAN,10022,430,East 57th Street,1368,36,WTI7192180946,2021,1,Rosenwach Tank Co. LLC,Y,8/12/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.757957,-73.96211,6,5,10601,1013680036,Turtle Bay-East Midtown,12/20/2024 12:15
1020201,MANHATTAN,10016,200,East 36th Street,916,61,WTI8243231441,2023,1,Rosenwach Tank Co. LLC,Y,6/30/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.746946,-73.977061,6,4,78,1009160061,Murray Hill-Kips Bay,12/20/2024 12:15
1085588,MANHATTAN,10016,433,East 30 Street,962,7501,WTI2543753705,2021,1,American Pipe and Tank,Y,12/11/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.740935,-73.974516,6,4,62,1009627501,Murray Hill-Kips Bay,12/20/2024 12:15
1017860,MANHATTAN,10003,215,PARK AVENUE SOUTH,873,67,WTI7782042507,2022,1,ISSEKS BROS INC,Y,7/28/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.736963,-73.988713,5,2,50,1008730067,Gramercy,12/20/2024 12:15
1041195,MANHATTAN,10065,2,EAST 67 STREET,1381,69,WTI3269679077,2020,1,ISSEKS BROS INC,Y,8/5/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.769163,-73.969129,8,4,122,1013810069,Upper East Side-Carnegie Hill,12/20/2024 12:15
1030505,MANHATTAN,10023,269,W 72 ST,1164,2,WTI8423308011,2022,1,ISSEKS BROS INC,Y,11/14/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.779445,-73.983589,7,6,159,1011640002,Lincoln Square,12/20/2024 12:15
1017899,MANHATTAN,10003,77,Irving Place,874,65,WTI1511082660,2023,1,"isseks bros., inc.",Y,2/13/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.736907,-73.986649,5,2,50,1008740065,Gramercy,12/20/2024 12:15
1018902,MANHATTAN,10016,264,Lexington Avenue,891,23,WTI6739717935,2022,1,Rosenwach Tank Co. LLC,Y,10/14/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.74738,-73.979021,6,4,80,1008910023,Murray Hill-Kips Bay,12/20/2024 12:15
1080567,MANHATTAN,10018,214,West 39 Street,788,7501,WTI3940976552,2024,1,American Pipe and Tank,Y,10/19/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.754422,-73.989049,5,3,113,1007887501,Midtown-Midtown South,12/20/2024 12:15
1031140,MANHATTAN,10024,11,West 81st Street,1195,23,WTI7629421669,2022,1,Rosenwach Tank Co. LLC,Y,12/8/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.7823,-73.97234,7,6,165,1011950023,Upper West Side,12/20/2024 12:15
1035759,MANHATTAN,10022,540,Madison Avenue,1290,56,WTI8728181366,2024,1,"Atlantank, LLC",Y,6/22/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Atlas Environmental Lab,Y,B,A,A,,No,40.761081,-73.973797,5,4,102,1012900056,Midtown-Midtown South,12/20/2024 12:15
1059830,MANHATTAN,10027,454,riverside drive,1990,53,WTI6896313212,2022,1,"ISSEKS BROS., INC.",Y,9/15/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.809872,-73.965054,9,7,205,1019900053,Morningside Heights,12/20/2024 12:15
1009130,MANHATTAN,10003,36,East 12th Street,563,24,WTI6228968727,2021,1,Rosenwach Tank Co. LLC,Y,12/18/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.733762,-73.992441,2,2,61,1005630024,West Village,12/20/2024 12:15
1024648,MANHATTAN,10018,566,7th Avenue,1012,32,WTI2007126416,2020,1,"Isseks Bros., Inc.",Y,2/12/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.755009,-73.987717,5,3,113,1010120032,Midtown-Midtown South,12/20/2024 12:15
1045135,MANHATTAN,10021,301,East 75th Street,1450,1,WTI1573752356,2023,1,"ISSEKS BROS., INC.",Y,11/6/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.770611,-73.956579,8,5,134,1014500001,Lenox Hill-Roosevelt Island,12/20/2024 12:15
1001163,MANHATTAN,10038,127,JOHN STREET,75,1,WTI9007288812,2020,1,Rosenwach Tank Co. LLC,Y,3/25/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.707218,-74.005316,1,1,1502,1000750001,Battery Park City-Lower Manhattan,12/20/2024 12:15
1048044,MANHATTAN,10128,125,East 87th Street,1516,13,WTI7010900827,2022,1,Rosenwach Tank Co. LLC,Y,5/3/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.780478,-73.955793,8,4,14802,1015160013,Upper East Side-Carnegie Hill,12/20/2024 12:15
1038472,MANHATTAN,10022,251,EAST 51 STREET,1325,24,WTI6773076282,2021,1,ISSEKS BROS INC,Y,8/25/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.75598,-73.969171,6,4,98,1013250024,Turtle Bay-East Midtown,12/20/2024 12:15
1036897,MANHATTAN,10022,110,East 57th St,1311,65,WTI2203608057,2021,1,Isseks Bros. Inc.,Y,10/25/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.761327,-73.970107,5,4,11203,1013110065,Turtle Bay-East Midtown,12/20/2024 12:15
3000000,BROOKLYN,11201,1,Clinton Street,239,7501,WTI6414027055,2023,2,Rosenwach Tank Co. LLC,Y,11/29/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.696154,-73.991367,2,33,502,3002397501,Brooklyn Heights-Cobble Hill,12/20/2024 12:15
1036082,MANHATTAN,10153,767,5th avenue,1294,1,WTI9634257088,2022,6,"Atlantank, LLC",Y,4/8/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Atlas Environmental,Y,B,A,A,,No,40.76402,-73.973189,5,4,11202,1012940001,Midtown-Midtown South,12/20/2024 12:15
1082723,MANHATTAN,10024,186,West 80th Street,1210,7502,WTI9380962589,2022,1,Rosenwach Tank Co. LLC,Y,9/7/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.783674,-73.977478,7,6,165,1012107502,Upper West Side,12/20/2024 12:15
1044838,MANHATTAN,10021,331,East 70th Street,1445,14,WTI4248725498,2020,1,Culligan of Manhattan,Y,10/5/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,A,Y,N,Y,N,Y,N,Y,Certified Laboratories,Y,B,A,A,,No,40.766925,-73.95795,8,5,126,1014450014,Lenox Hill-Roosevelt Island,12/20/2024 12:15
1011645,MANHATTAN,10014,61,Jane Street,626,12,WTI7068013005,2021,1,Rosenwach Tank Co. LLC,Y,8/31/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.738146,-74.005849,2,3,79,1006260012,West Village,12/20/2024 12:15
4115369,QUEENS,11355,133-38,SANFORD AVE,5121,7501,WTI7946707890,2023,1,ISSEKS BROS INC,Y,9/13/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.75589,-73.830423,7,20,849,4051217501,Flushing,12/20/2024 12:15
1001280,MANHATTAN,10038,150,william street,93,1,WTI1334584628,2023,1,The Metro Group Inc,Y,7/11/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,The Metro Group Inc Lab,Y,B,A,A,,No,40.709729,-74.006255,1,1,1501,1000930001,Battery Park City-Lower Manhattan,12/20/2024 12:15
1035376,MANHATTAN,10017,347,Madison Avenue,1279,48,WTI5276107861,2020,1,American Pipe and Tank,Y,7/11/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.754379,-73.978116,5,4,94,1012790048,Midtown-Midtown South,12/20/2024 12:15
3127822,BROOKLYN,11230,680,Ocean Parkway,5420,50,WTI7481231344,2022,1,American Pipe and Tank,Y,3/29/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.631868,-73.971938,14,44,480,3054200050,Flatbush,12/20/2024 12:15
1040470,MANHATTAN,10022,2,SUTTON PLACE SOUTH,1368,25,WTI7261209625,2021,1,ISSEKS BROS INC,Y,10/7/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.757265,-73.960753,6,5,10601,1013680025,Turtle Bay-East Midtown,12/20/2024 12:15
1040003,MANHATTAN,10022,345,East 57th Street,1350,20,WTI2052556967,2020,1,Rosenwach Tank Co. LLC,Y,8/27/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.75871,-73.96385,6,5,108,1013500020,Turtle Bay-East Midtown,12/20/2024 12:15
1018513,MANHATTAN,10016,120,EAST   34 STREET,889,68,WTI8278040734,2020,1,Rosenwach Tank Co. LLC,Y,6/19/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.746661,-73.98036,5,2,72,1008890068,Murray Hill-Kips Bay,12/20/2024 12:15
1085296,MANHATTAN,10037,2333,Fifth Avenue,1764,1,WTI7355210299,2022,1,Rosenwach Tank Co. LLC,Y,8/3/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.816767,-73.934713,11,9,210,1017640001,East Harlem North,12/20/2024 12:15
1036482,MANHATTAN,10022,641,LEXINGTON AVENUE,1309,23,WTI1922938073,2020,1,Rosenwach Tank Co. LLC,Y,6/20/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,,No,40.75903,-73.970321,6,4,100,1013090023,Turtle Bay-East Midtown,12/20/2024 12:15
1080768,MANHATTAN,10010,35,East 21st Street,850,25,WTI7378722191,2020,1,Rosenwach Tank Co. LLC,Y,6/27/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.739576,-73.988871,5,2,56,1008500025,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1035404,MANHATTAN,10179,383,Madison Avenue,1282,21,WTI6409400247,2021,4,Nalco,Y,2/6/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.75582,-73.977065,5,4,94,1012820021,Midtown-Midtown South,12/20/2024 12:15
3002248,BROOKLYN,11201,32,Court Street,255,44,WTI9507707770,2021,2,American Pipe and Tank,Y,7/10/2021,Y,N,Y,N,Y,N,Y,A,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.693014,-73.990758,2,33,9,3002550044,Brooklyn Heights-Cobble Hill,12/20/2024 12:15
1035370,MANHATTAN,10017,346,Madison Avenue,1279,17,WTI9504068430,2024,1,Nalco Company,Y,11/1/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.754198,-73.978275,5,4,94,1012790017,Midtown-Midtown South,12/20/2024 12:15
1051251,MANHATTAN,10028,510,EAST 86 STREET,1582,46,WTI7926287516,2022,1,ISSEKS BROS INC,Y,10/22/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.775682,-73.946557,8,5,14401,1015820046,Yorkville,12/20/2024 12:15
1011106,MANHATTAN,10011,214,WEST   14 STREET,618,24,WTI3789911945,2020,1,Rosenwach Tank Co. LLC,Y,7/28/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.738846,-74.000397,2,3,77,1006180024,West Village,12/20/2024 12:15
1018055,MANHATTAN,10010,144,East 24 Street,879,54,WTI6264901962,2022,1,American Pipe and Tank,Y,4/15/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.740028,-73.983949,6,2,68,1008790054,Gramercy,12/20/2024 12:15
1037545,MANHATTAN,10017,655,3rd Avenue,1315,1,WTI6843043239,2024,1,Nalco Company,Y,9/7/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.750569,-73.974577,6,4,88,1013150001,Turtle Bay-East Midtown,12/20/2024 12:15
1014991,MANHATTAN,10001,138,WEST   25 STREET,800,61,WTI5092877584,2020,1,Rosenwach Tank Co. LLC,Y,1/16/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.744684,-73.993071,4,3,91,1008000061,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1009394,MANHATTAN,10003,26,EAST 14TH STREET,571,7502,WTI1922337667,2022,1,"ISSEKS BROS., INC.",Y,4/7/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.735489,-73.992397,2,2,61,1005717502,West Village,12/20/2024 12:15
1059823,MANHATTAN,10027,39,Claremont Avenue,1990,29,WTI6618653058,2023,1,"isseks bros., inc.",Y,7/25/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.809885,-73.963843,9,7,205,1019900029,Morningside Heights,12/20/2024 12:15
1082153,MANHATTAN,10158,605,Third Avenue,920,12,WTI6922691607,2024,1,"isseks bros., inc.",Y,6/21/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.749076,-73.975682,6,4,88,1009200012,Turtle Bay-East Midtown,12/20/2024 12:15
1086093,MANHATTAN,10019,311,West 50th Street,1041,19,WTI8357993823,2021,1,"isseks bros., inc.",Y,10/8/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.762549,-73.986698,4,3,133,1010410019,Clinton,12/20/2024 12:15
1051371,MANHATTAN,10128,200,EAST END AVENUE,1586,21,WTI5399134371,2020,1,ISSEKS BROS INC,Y,12/8/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.776976,-73.94331,8,5,152,1015860021,Yorkville,12/20/2024 12:15
1034227,MANHATTAN,10036,530,Fifth Avenue,1260,7503,WTI8477678031,2023,1,Rosenwach Tank Co. LLC,Y,4/6/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.754879,-73.979877,5,4,96,1012607503,Midtown-Midtown South,12/20/2024 12:15
1044249,MANHATTAN,10065,300,East 62nd Street,1436,7501,WTI8362490794,2023,1,Isseks Bros. Inc.,Y,12/20/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"Environmental Building Solutions, LLC",Y,B,A,A,,No,40.76242,-73.962833,8,5,110,1014367501,Lenox Hill-Roosevelt Island,12/20/2024 12:15
1008241,MANHATTAN,10012,505,LA GUARDIA PLACE,524,1,WTI7318458465,2020,1,Rosenwach Tank Co. LLC,Y,6/24/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.727667,-73.999282,2,1,5501,1005240001,West Village,12/20/2024 12:15
1039577,MANHATTAN,10022,926,SECOND AVENUE,1342,7502,WTI2559273053,2023,1,ISSEKS BROS INC,Y,10/18/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.754391,-73.968865,6,4,98,1013427502,Turtle Bay-East Midtown,12/20/2024 12:15
1038243,MANHATTAN,10022,805,Third Avenue,1323,47,WTI6519311648,2023,1,Rosenwach Tank Co. LLC,Y,2/20/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.755506,-73.97098,6,4,98,1013230047,Turtle Bay-East Midtown,12/20/2024 12:15
1032172,MANHATTAN,10024,144,WEST   86 STREET,1216,51,WTI8826487623,2020,1,Rosenwach Tank Co. LLC,Y,10/21/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.787194,-73.973873,7,6,169,1012160051,Upper West Side,12/20/2024 12:15
1071414,MANHATTAN,10036,1166,Sixth Avenue,1261,7501,WTI0515743820,2023,7,Rosenwach Tank Co. LLC,Y,3/11/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.757004,-73.982526,5,4,96,1012617501,Midtown-Midtown South,12/20/2024 12:15
1047431,MANHATTAN,10128,1220,Park Avenue,1507,33,WTI2224954499,2021,1,Culligan of Manhattan,Y,6/22/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,A,Y,N,Y,N,Y,N,Y,Certified Laboratories,Y,B,A,A,,No,40.785977,-73.95298,8,4,16001,1015070033,Upper East Side-Carnegie Hill,12/20/2024 12:15
1087484,MANHATTAN,10038,125,Maiden Lane,70,7501,WTI2582817588,2023,1,American Pipe and Tank,Y,11/17/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.706397,-74.006341,1,1,1502,1000707501,Battery Park City-Lower Manhattan,12/20/2024 12:15
