BIN,BOROUGH,ZIP,HOUSE_NUM,STREET_NAME,BLOCK,LOT,CONFIRMATION_NUM,REPORTING_YEAR,TANK_NUM,INSPECTION_BY_FIRM,INSPECTION_PERFORMED,INSPECTION_DATE,GI_REQ_INTERNAL_STRUCTURE,GI_RESULT_INTERNAL_STRUCTURE,GI_REQ_EXTERNAL_STRUCTURE,GI_RESULT_EXTERNAL_STRUCTURE,GI_REQ_OVERFLOW_PIPES,GI_RESULT_OVERFLOW_PIPES,GI_REQ_ACCESS_LADDERS,GI_RESULT_ACCESS_LADDERS,GI_REQ_AIR_VENTS,GI_RESULT_AIR_VENTS,GI_REQ_ROOF_ACCESS,GI_RESULT_ROOF_ACCESS,SI_REQ_SEDIMENT,SI_RESULT_SEDIMENT,SI_REQ_BIOLOGICAL_GROWTH,SI_RESULT_BIOLOGICAL_GROWTH,SI_REQ_DEBRIS_INSECTS,SI_RESULT_DEBRIS_INSECTS,SI_REQ_RODENT_BIRD,SI_RESULT_RODENT_BIRD,SAMPLE_COLLECTED,LAB_NAME,NYS_CERTIFIED,ANALYTES,COLIFORM,ECOLI,MEET_STANDARDS,DELETED,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BBL,NTA,BATCH_DATE
1040012,MANHATTAN,10022,320,East 58th Street,1350,40,WTI4424859125,2023,1,Rosenwach Tank Co. LLC,Y,10/17/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.759497,-73.963672,6,5,108,1013500040,Turtle Bay-East Midtown,12/20/2024 12:15
1013497,MANHATTAN,10001,308,West 30th Street,753,7502,WTI4030861374,2023,1,Rosenwach Tank Co. LLC,Y,3/7/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.749918,-73.995886,4,3,97,1007537502,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1017220,MANHATTAN,10016,22,East 38 Street,867,55,WTI7371680422,2021,1,American Pipe and Tank,Y,7/13/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.750177,-73.980897,6,4,82,1008670055,Murray Hill-Kips Bay,12/20/2024 12:15
1040855,MANHATTAN,10065,540,Park Avenue,1376,36,WTI3021218138,2024,1,Nalco Company,Y,8/19/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.764308,-73.968796,8,4,11401,1013760036,Upper East Side-Carnegie Hill,12/20/2024 12:15
1016002,MANHATTAN,10018,15,WEST   38 STREET,840,31,WTI4394201632,2020,1,Rosenwach Tank Co. LLC,Y,2/7/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.751306,-73.983524,5,4,84,1008400031,Midtown-Midtown South,12/20/2024 12:15
4009619,QUEENS,11106,34-27,34th St,642,18,WTI2022892081,2021,2,BWSO,Y,1/1/2021,N,,N,,Y,N,Y,N,Y,N,N,,Y,N,Y,N,Y,N,N,,Y,Costa Lab,D,B,A,A,N,Yes,40.758027,-73.925263,1,26,57,4006420018,Astoria,12/20/2024 12:15
3321866,BROOKLYN,11205,456,Dekalb Avenue,1938,1,WTI0228797045,2020,1,Rosenwach Tank Co. LLC,Y,9/9/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.690498,-73.958928,3,35,233,3019380001,Bedford,12/20/2024 12:15
1036223,MANHATTAN,10171,299,Park Avenue,1303,1,WTI7498835858,2023,1,"isseks bros., inc.",Y,5/17/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.756456,-73.974495,5,4,92,1013030001,Turtle Bay-East Midtown,12/20/2024 12:15
1040354,MANHATTAN,10022,412,East 55th Street,1366,39,WTI6787475606,2022,1,"isseks bros., inc.",Y,6/7/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.756777,-73.963345,6,4,10601,1013660039,Turtle Bay-East Midtown,12/20/2024 12:15
1035474,MANHATTAN,10022,485,Madison Avenue,1287,52,WTI7575689876,2021,1,Rosenwach Tank Co. LLC,Y,4/24/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.758825,-73.974877,5,4,102,1012870052,Midtown-Midtown South,12/20/2024 12:15
2094694,BRONX,10468,100,West Kingsbridge Road,3220,37,WTI4218356976,2024,1,"ISSEKS BROS., INC.",Y,3/12/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"Environmental Building Solutions, LLC",Y,B,A,A,,No,40.868322,-73.901269,7,14,263,2032200037,Kingsbridge Heights,12/20/2024 12:15
1048511,MANHATTAN,10075,215,East 79 Street,1525,9,WTI8062358040,2020,1,American Pipe and Tank,Y,10/7/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.774053,-73.956729,8,5,138,1015250009,Yorkville,12/20/2024 12:15
1007525,MANHATTAN,10012,50,Prince Street,495,22,WTI0216051753,2023,1,American Pipe and Tank,Y,9/12/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ebs,Y,B,A,A,,No,40.723451,-73.995934,2,1,43,1004950022,SoHo-TriBeCa-Civic Center-Little Italy,12/20/2024 12:15
1087186,MANHATTAN,10018,620,EIGHTH AVENUE,1012,7501,WTI5539155269,2024,1,ISSEKS BROS INC,Y,7/9/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.756039,-73.990651,5,3,113,1010127501,Midtown-Midtown South,12/20/2024 12:15
1023461,MANHATTAN,10019,130,West 57th Street,1009,46,WTI0174832977,2022,1,Rosenwach Tank Co. LLC,Y,8/3/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.76482,-73.978409,5,4,137,1010090046,Midtown-Midtown South,12/20/2024 12:15
1046809,MANHATTAN,10028,1030,FIFTH AVENUE,1496,1,WTI8994559326,2023,1,"ISSEKS BROS., INC.",Y,8/22/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.78023,-73.961151,8,4,15001,1014960001,Upper East Side-Carnegie Hill,12/20/2024 12:15
3426503,BROOKLYN,11201,60,Front Street,45,25,WTI4146378154,2024,1,American Pipe and Tank,Y,3/26/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.70253,-73.990536,2,33,21,,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,12/20/2024 12:15
3058752,BROOKLYN,11217,29,Fort Greene Place,2098,13,WTI3365170403,2020,2,"Atlantank, LLC",Y,11/1/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Atlas Environmental,Y,B,A,A,,No,40.688834,-73.976905,2,35,33,3020980013,Fort Greene,12/20/2024 12:15
1089439,MANHATTAN,10019,250,West 55th Street,1026,55,WTI0295312852,2020,2,"Atlantank, LLC.",Y,1/9/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Atlas Environmental Lab Corp.,Y,B,A,A,,No,40.765016,-73.982896,5,3,137,1010260055,Midtown-Midtown South,12/20/2024 12:15
1016195,MANHATTAN,10010,135,Fifth Avenue,849,1,WTI3060151280,2024,1,"isseks bros., inc.",Y,8/24/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.73976,-73.990874,5,2,52,1008490001,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1013650,MANHATTAN,10018,318,WEST 39 STREET,762,50,WTI4031923749,2021,1,ISSEKS BROS INC,Y,8/7/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.755657,-73.991976,4,3,115,1007620050,Clinton,12/20/2024 12:15
1087239,MANHATTAN,10282,200,West Street,16,260,WTI7316134433,2021,1,Rosenwach Tank Co. LLC,Y,7/17/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.713846,-74.013812,1,1,31703,1000160260,Battery Park City-Lower Manhattan,12/20/2024 12:15
1077854,MANHATTAN,10128,200,EAST 87 STREET,1532,4,WTI2309877226,2023,1,ISSEKS BROS INC,Y,4/13/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.779349,-73.953161,8,5,14602,1015320004,Yorkville,12/20/2024 12:15
1044878,MANHATTAN,10021,315,EAST 72 STREET,1447,9,WTI4254463356,2021,1,ISSEKS BROS INC,Y,7/20/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.768454,-73.957519,8,5,126,1014470009,Lenox Hill-Roosevelt Island,12/20/2024 12:15
1006511,MANHATTAN,10003,310,east 14th street,455,5,WTI1100983666,2021,3,"Atlantank, LLC",Y,1/8/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Atlas Environmental,Y,B,A,A,,No,40.732131,-73.984441,3,2,40,1004550005,East Village,12/20/2024 12:15
1023393,MANHATTAN,10019,105,West 55th Street,1008,26,WTI7637131834,2023,1,American Pipe and Tank,Y,1/11/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.763206,-73.978547,5,4,137,1010080026,Midtown-Midtown South,12/20/2024 12:15
3058752,BROOKLYN,11217,29,Fort Greene Place,2098,13,WTI3365170403,2020,1,"Atlantank, LLC",Y,11/1/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Atlas Environmental,Y,B,A,A,,No,40.688834,-73.976905,2,35,33,3020980013,Fort Greene,12/20/2024 12:15
1082153,MANHATTAN,10158,605,Third Avenue,920,12,WTI2899555057,2022,1,"isseks bros., inc.",Y,6/7/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.749076,-73.975682,6,4,88,1009200012,Turtle Bay-East Midtown,12/20/2024 12:15
1087618,MANHATTAN,10004,8,Stone Street,10,33,WTI2565187464,2023,1,Nalco Company,Y,5/8/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.704025,-74.012638,1,1,9,1000100033,Battery Park City-Lower Manhattan,12/20/2024 12:15
1057176,MANHATTAN,10025,315,West 102nd Street,1890,7,WTI2793175717,2021,1,Rosenwach Tank Co. LLC,Y,10/8/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.799218,-73.970748,7,6,191,1018900007,Upper West Side,12/20/2024 12:15
1036223,MANHATTAN,10171,299,Park Avenue,1303,1,WTI9683993232,2022,2,"isseks bros., inc.",Y,11/14/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.756456,-73.974495,5,4,92,1013030001,Turtle Bay-East Midtown,12/20/2024 12:15
1068310,MANHATTAN,10010,280,PARK AVENUE SOUTH,850,7503,WTI9530016388,2024,1,ISSEKS BROS INC,Y,8/16/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.739573,-73.987229,5,2,56,1008507503,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1016876,MANHATTAN,10010,11,East 26th Street,856,9,WTI8928106312,2020,1,"Isseks Bros., Inc.",Y,5/11/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.743188,-73.98755,5,2,56,1008560009,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1084699,MANHATTAN,10044,540,Main Street,1373,30,WTI2682328814,2022,1,Rosenwach Tank Co. LLC,Y,3/8/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.761608,-73.94986,8,5,23801,1013730030,Lenox Hill-Roosevelt Island,12/20/2024 12:15
3326546,BROOKLYN,11212,265,Livonia Avenue,3576,1,WTI9738950475,2020,2,Rosenwach Tank Co. LLC,Y,10/5/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.66267,-73.908202,16,41,912,3035760001,Brownsville,12/20/2024 12:15
1001026,MANHATTAN,10271,120,Broadway,47,7501,WTI1680313161,2023,1,American Pipe and Tank,Y,6/20/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.708546,-74.011041,1,1,7,1000477501,Battery Park City-Lower Manhattan,12/20/2024 12:15
1014466,MANHATTAN,10018,252,WEST 38TH STREET,787,70,WTI8374882779,2020,1,"ISSEKS BROS., INC.",Y,10/31/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.754131,-73.990276,5,3,109,1007870070,Midtown-Midtown South,12/20/2024 12:15
1082494,MANHATTAN,10019,330,West 58 Street,1048,20,WTI4012156058,2020,1,"isseks bros., inc.",Y,7/24/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,enviormental building solutions llc,Y,B,A,A,,No,40.767824,-73.983408,4,3,139,1010480020,Clinton,12/20/2024 12:15
1030011,MANHATTAN,10023,141,West 73rd Street,1145,12,WTI9564346807,2022,3,Rosenwach Tank Co. LLC,Y,10/18/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.778624,-73.979527,7,6,157,1011450012,Lincoln Square,12/20/2024 12:15
1001957,MANHATTAN,10013,57,Worth Street,176,1,WTI2763667497,2023,1,American Pipe and Tank,Y,8/11/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.717231,-74.006565,1,1,33,1001760001,SoHo-TriBeCa-Civic Center-Little Italy,12/20/2024 12:15
1042117,MANHATTAN,10065,136,EAST 64 STREET,1398,60,WTI3097339731,2024,1,ISSEKS BROS INC,Y,9/16/2024,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.765569,-73.966427,8,4,120,1013980060,Upper East Side-Carnegie Hill,12/20/2024 12:15
1030534,MANHATTAN,10023,270,WEST END AVENUE,1164,63,WTI5708759731,2020,1,Rosenwach Tank Co. LLC,Y,3/4/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.780225,-73.984159,7,6,159,1011640063,Lincoln Square,12/20/2024 12:15
1022561,MANHATTAN,10018,1431,Broadway,993,7,WTI2012488234,2022,1,"isseks bros., inc.",Y,1/26/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,enviormental building solutions llc,Y,B,A,A,,No,40.754531,-73.987086,5,3,113,1009930007,Midtown-Midtown South,12/20/2024 12:15
1015740,MANHATTAN,10001,1201,Broadway,830,62,WTI4848237834,2022,1,Rosenwach Tank Co. LLC,Y,4/16/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.745869,-73.988635,5,3,76,1008300062,Midtown-Midtown South,12/20/2024 12:15
1076320,MANHATTAN,10075,460,East 79th Street,1473,7502,WTI9950304388,2023,1,Isseks Bros. Inc.,Y,5/25/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"Environmental Building Solutions, LLC",Y,B,A,A,,No,40.771786,-73.951387,8,5,132,1014737502,Lenox Hill-Roosevelt Island,12/20/2024 12:15
2091865,BRONX,10463,80,Knolls Crescent,5723,42,WTI0916693456,2023,1,Rosenwach Tank Co. LLC,Y,12/27/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.879226,-73.918249,8,11,29302,2057230040,Spuyten Duyvil-Kingsbridge,12/20/2024 12:15
1034477,MANHATTAN,10036,37,West 47th Street,1263,14,WTI7010679983,2021,1,Rosenwach Tank Co. LLC,Y,3/27/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.75722,-73.979877,5,4,96,1012630014,Midtown-Midtown South,12/20/2024 12:15
1016929,MANHATTAN,10016,99,Madison Avenue,859,24,WTI8195020746,2023,1,Rosenwach Tank Co. LLC,Y,12/9/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.74476,-73.985135,5,2,74,1008590024,Midtown-Midtown South,12/20/2024 12:15
1082185,MANHATTAN,10075,100,EAST   77 STREET,1411,1,WTI4567589799,2020,2,Rosenwach Tank Co. LLC,Y,11/4/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.774178,-73.961148,8,4,128,1014110001,Upper East Side-Carnegie Hill,12/20/2024 12:15
2011826,BRONX,10457,555,East Tremont Ave,3060,32,WTI3809653744,2020,1,"isseks bros., inc.",Y,8/8/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,enviormental building solutions llc,Y,B,A,A,,No,40.846518,-73.895074,6,15,37504,2030600032,East Tremont,12/20/2024 12:15
2091140,BRONX,10454,205,Alexander Avenue,2311,1,WTI6480295256,2020,2,Rosenwach Tank Co. LLC,Y,10/19/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,A,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.808909,-73.925994,1,8,23,2023110001,Mott Haven-Port Morris,12/20/2024 12:15
3029665,BROOKLYN,11238,10,Grand Army Plaza,1183,2,WTI7535177488,2020,1,American Pipe and Tank,Y,4/21/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.672833,-73.969069,55,35,177,3011830002,park-cemetery-etc-Brooklyn,12/20/2024 12:15
1015002,MANHATTAN,10001,151,West 25th Street,801,11,WTI7843560191,2021,1,Rosenwach Tank Co. LLC,Y,11/13/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.744802,-73.993302,4,3,91,1008010011,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1039628,MANHATTAN,10022,300,East 51st St,1343,49,WTI9107659548,2020,1,Isseks Bros. Inc.,Y,7/15/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.755458,-73.967977,6,4,98,1013430049,Turtle Bay-East Midtown,12/20/2024 12:15
1037574,MANHATTAN,10017,279,East 44th Street,1318,22,WTI4248001775,2021,1,Rosenwach Tank Co. LLC,Y,10/27/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.751405,-73.971917,6,4,90,1013180022,Turtle Bay-East Midtown,12/20/2024 12:15
4047321,QUEENS,11368,98-30,57 AVENUE,1918,70,WTI1052271752,2020,1,Rosenwach Tank Co. LLC,Y,7/15/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.738027,-73.861173,4,21,455,4019180070,Corona,12/20/2024 12:15
1047650,MANHATTAN,10028,151,East 83rd Street,1512,25,WTI0213942344,2023,1,"ISSEKS BROS., INC.",Y,7/19/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"ENVIRONMENTAL BUILDING SOLUTIONS, LLC",Y,B,A,A,,No,40.77733,-73.956481,8,5,140,1015120025,Upper East Side-Carnegie Hill,12/20/2024 12:15
3115913,BROOKLYN,11226,160,PARKSIDE AVENUE,5053,18,WTI4008662651,2022,1,ISSEKS BROS INC,Y,3/9/2022,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.654469,-73.962911,14,40,50804,3050530018,Flatbush,12/20/2024 12:15
1013539,MANHATTAN,10001,350,WEST 31 STREET,754,68,WTI2858083344,2021,1,ISSEKS BROS INC,Y,10/16/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.750893,-73.996286,4,3,103,1007540068,Hudson Yards-Chelsea-Flatiron-Union Square,12/20/2024 12:15
1022671,MANHATTAN,10036,150,WEST   47 STREET,999,54,WTI6442779677,2020,1,Rosenwach Tank Co. LLC,Y,12/10/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.758612,-73.983233,5,4,125,1009990054,Midtown-Midtown South,12/20/2024 12:15
1040638,MANHATTAN,10022,30,SUTTON PLACE,1370,21,WTI2220827114,2020,1,Rosenwach Tank Co. LLC,Y,6/29/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL Analytical,Y,B,A,A,Y,No,40.758184,-73.960085,6,5,10601,1013700021,Turtle Bay-East Midtown,12/20/2024 12:15
1071414,MANHATTAN,10036,1166,Sixth Avenue,1261,7501,WTI4896225336,2021,5,Rosenwach Tank Co. LLC,Y,2/13/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.757004,-73.982526,5,4,96,1012617501,Midtown-Midtown South,12/20/2024 12:15
1086510,MANHATTAN,10007,250,Greenwich Street,84,36,WTI2503996902,2023,3,American Pipe and Tank,Y,3/25/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.71322,-74.011709,1,1,21,1000840036,SoHo-TriBeCa-Civic Center-Little Italy,12/20/2024 12:15
1059832,MANHATTAN,10027,450,RIVERSIDE DRIVE,1990,61,WTI4990907073,2021,1,ISSEKS BROS INC,Y,3/17/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,ENVIRONMENTAL BUILDING SOLUTIONS LLC,Y,B,A,A,,No,40.809575,-73.965267,9,7,205,1019900061,Morningside Heights,12/20/2024 12:15
1084936,MANHATTAN,10003,4,Irving Place,870,24,WTI7203237467,2020,4,H2M architects + engineers,Y,5/16/2020,Y,N,Y,N,Y,N,Y,N,Y,A,Y,N,Y,N,Y,N,Y,N,Y,N,Y,"EMSL Analytical, Inc.",Y,B,A,A,,No,40.734163,-73.988627,6,2,50,1008700024,Gramercy,12/20/2024 12:15
1059870,MANHATTAN,10027,500,Riverside Drive,1994,57,WTI1514386526,2021,1,Rosenwach Tank Co. LLC,Y,7/29/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.814556,-73.962475,9,7,211,1019940057,Morningside Heights,12/20/2024 12:15
1033823,MANHATTAN,10024,495,West End Ave,1245,75,WTI8880631492,2023,1,Isseks,Y,6/3/2023,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Environmental Building Solutions LLC,Y,B,A,A,,No,40.787393,-73.978958,7,6,171,1012450075,Upper West Side,12/20/2024 12:15
1085517,MANHATTAN,10007,33,Thomas Street,152,13,WTI4414396163,2021,3,American Pipe and Tank,Y,11/24/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EBS,Y,B,A,A,,No,40.716226,-74.005985,1,1,33,1001520013,SoHo-TriBeCa-Civic Center-Little Italy,12/20/2024 12:15
1059410,MANHATTAN,10031,181,Convent Avenue,1957,100,WTI6441268415,2020,2,P.W. Grosser Consulting,Y,10/21/2020,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,A,Y,N,Y,N,Y,N,Y,"Long Island Analytical Laboratories, Inc.",Y,B,A,A,,No,40.819574,-73.949921,9,9,21703,1019570100,Manhattanville,12/20/2024 12:15
1015128,MANHATTAN,10001,130,West 29th Street,804,57,WTI3031204867,2021,1,Rosenwach Tank Co. LLC,Y,3/20/2021,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,EMSL,Y,B,A,A,,No,40.747088,-73.991107,5,3,95,1008040057,Midtown-Midtown South,12/20/2024 12:15
